,ì˙ç≈çÇãCâ∑ÇÃïΩãœ(Åé),ì˙ïΩãœãCâ∑25Åéà»è„ì˙êî(ì˙),ç~êÖó ÇÃçáåv(mm),ïΩãœéºìx(Åì),yyyymm,340 ÇÊÇ§Ç©ÇÒÅyâ~Åz,341 Ç‹ÇÒÇ∂Ç„Ç§Åyâ~Åz,342 ëºÇÃòaê∂âŸéqÅyâ~Åz,343 ÉJÉXÉeÉâÅyâ~Åz,344 ÉPÅ[ÉLÅyâ~Åz,347 É[ÉäÅ[Åyâ~Åz,348 ÉvÉäÉìÅyâ~Åz,345 ëºÇÃómê∂âŸéqÅyâ~Åz,350 ÇπÇÒÇ◊Ç¢Åyâ~Åz,346 ÉrÉXÉPÉbÉgÅyâ~Åz,357 ÉXÉiÉbÉNâŸéqÅyâ~Åz,349 ÉLÉÉÉìÉfÅ[Åyâ~Åz,352 É`ÉáÉRÉåÅ[ÉgÅyâ~Åz,353 É`ÉáÉRÉåÅ[ÉgâŸéqÅyâ~Åz,356 ÉAÉCÉXÉNÉäÅ[ÉÄÅEÉVÉÉÅ[ÉxÉbÉgÅyâ~Åz,359 ëºÇÃâŸéqÅyâ~Åz,year,month,days,340 ÇÊÇ§Ç©ÇÒÅyâ~/ì˙Åz,341 Ç‹ÇÒÇ∂Ç„Ç§Åyâ~/ì˙Åz,342 ëºÇÃòaê∂âŸéqÅyâ~/ì˙Åz,343 ÉJÉXÉeÉâÅyâ~/ì˙Åz,344 ÉPÅ[ÉLÅyâ~/ì˙Åz,347 É[ÉäÅ[Åyâ~/ì˙Åz,348 ÉvÉäÉìÅyâ~/ì˙Åz,345 ëºÇÃómê∂âŸéqÅyâ~/ì˙Åz,350 ÇπÇÒÇ◊Ç¢Åyâ~/ì˙Åz,346 ÉrÉXÉPÉbÉgÅyâ~/ì˙Åz,357 ÉXÉiÉbÉNâŸéqÅyâ~/ì˙Åz,349 ÉLÉÉÉìÉfÅ[Åyâ~/ì˙Åz,352 É`ÉáÉRÉåÅ[ÉgÅyâ~/ì˙Åz,353 É`ÉáÉRÉåÅ[ÉgâŸéqÅyâ~/ì˙Åz,356 ÉAÉCÉXÉNÉäÅ[ÉÄÅEÉVÉÉÅ[ÉxÉbÉgÅyâ~/ì˙Åz,359 ëºÇÃâŸéqÅyâ~/ì˙Åz
83,13.4,0,82.5,57,201512,100,142,965,110,1383,83,124,826,670,390,421,202,585,159,581,2476,2015,12,31,3.225806451612903,4.580645161290323,31.129032258064516,3.5483870967741935,44.61290322580645,2.6774193548387095,4.0,26.64516129032258,21.612903225806452,12.580645161290322,13.580645161290322,6.516129032258065,18.870967741935484,5.129032258064516,18.741935483870968,79.87096774193549
84,10.6,0,85.0,55,201601,39,133,761,99,552,77,121,638,448,258,353,190,665,141,464,1786,2016,1,31,1.2580645161290323,4.290322580645161,24.548387096774192,3.193548387096774,17.806451612903224,2.4838709677419355,3.903225806451613,20.580645161290324,14.451612903225806,8.32258064516129,11.387096774193548,6.129032258064516,21.451612903225808,4.548387096774194,14.96774193548387,57.61290322580645
86,14.9,0,103.0,61,201603,44,136,1034,99,629,118,118,793,553,412,402,195,580,151,493,2000,2016,3,31,1.4193548387096775,4.387096774193548,33.354838709677416,3.193548387096774,20.29032258064516,3.806451612903226,3.806451612903226,25.580645161290324,17.838709677419356,13.290322580645162,12.96774193548387,6.290322580645161,18.70967741935484,4.870967741935484,15.903225806451612,64.51612903225806
87,20.3,0,120.0,67,201604,41,117,803,74,484,162,125,618,494,310,374,171,403,127,617,1644,2016,4,30,1.3666666666666667,3.9,26.766666666666666,2.466666666666667,16.133333333333333,5.4,4.166666666666667,20.6,16.466666666666665,10.333333333333334,12.466666666666667,5.7,13.433333333333334,4.233333333333333,20.566666666666666,54.8
88,25.2,0,137.5,66,201605,58,118,896,75,518,218,124,632,485,304,375,185,346,113,890,1636,2016,5,31,1.8709677419354838,3.806451612903226,28.903225806451612,2.4193548387096775,16.70967741935484,7.032258064516129,4.0,20.387096774193548,15.64516129032258,9.806451612903226,12.096774193548388,5.967741935483871,11.161290322580646,3.6451612903225805,28.70967741935484,52.774193548387096
89,26.3,3,174.5,75,201606,84,87,657,55,438,256,112,570,422,300,334,159,267,100,883,1455,2016,6,30,2.8,2.9,21.9,1.8333333333333333,14.6,8.533333333333333,3.7333333333333334,19.0,14.066666666666666,10.0,11.133333333333333,5.3,8.9,3.3333333333333335,29.433333333333334,48.5
90,29.7,19,81.5,80,201607,113,89,687,56,434,369,128,539,489,287,344,151,221,88,1292,1600,2016,7,31,3.6451612903225805,2.870967741935484,22.161290322580644,1.8064516129032258,14.0,11.903225806451612,4.129032258064516,17.387096774193548,15.774193548387096,9.258064516129032,11.096774193548388,4.870967741935484,7.129032258064516,2.838709677419355,41.67741935483871,51.61290322580645
91,31.6,29,414.0,78,201608,105,104,888,74,451,347,121,612,517,344,369,143,207,81,1387,2030,2016,8,31,3.3870967741935485,3.3548387096774195,28.64516129032258,2.3870967741935485,14.548387096774194,11.193548387096774,3.903225806451613,19.741935483870968,16.677419354838708,11.096774193548388,11.903225806451612,4.612903225806452,6.67741935483871,2.6129032258064515,44.74193548387097,65.48387096774194
92,27.7,14,287.0,86,201609,50,110,770,79,451,138,127,546,420,278,330,148,303,106,843,1471,2016,9,30,1.6666666666666667,3.6666666666666665,25.666666666666668,2.6333333333333333,15.033333333333333,4.6,4.233333333333333,18.2,14.0,9.266666666666667,11.0,4.933333333333334,10.1,3.533333333333333,28.1,49.03333333333333
93,22.6,1,96.5,72,201610,58,114,682,67,528,97,132,578,434,287,360,190,420,124,621,1547,2016,10,31,1.8709677419354838,3.6774193548387095,22.0,2.161290322580645,17.032258064516128,3.129032258064516,4.258064516129032,18.64516129032258,14.0,9.258064516129032,11.612903225806452,6.129032258064516,13.548387096774194,4.0,20.032258064516128,49.903225806451616
94,15.5,0,139.0,71,201611,45,108,707,74,544,80,116,608,477,301,351,188,487,138,459,1562,2016,11,30,1.5,3.6,23.566666666666666,2.466666666666667,18.133333333333333,2.6666666666666665,3.8666666666666667,20.266666666666666,15.9,10.033333333333333,11.7,6.266666666666667,16.233333333333334,4.6,15.3,52.06666666666667
95,13.8,0,84.0,59,201612,92,138,877,92,1369,87,135,797,654,370,391,193,586,164,561,2408,2016,12,31,2.967741935483871,4.451612903225806,28.29032258064516,2.967741935483871,44.16129032258065,2.806451612903226,4.354838709677419,25.70967741935484,21.096774193548388,11.935483870967742,12.612903225806452,6.225806451612903,18.903225806451612,5.290322580645161,18.096774193548388,77.6774193548387
96,10.8,0,26.0,53,201701,36,98,698,83,542,81,118,582,433,259,332,184,671,124,489,1857,2017,1,31,1.1612903225806452,3.161290322580645,22.516129032258064,2.6774193548387095,17.483870967741936,2.6129032258064515,3.806451612903226,18.774193548387096,13.96774193548387,8.35483870967742,10.709677419354838,5.935483870967742,21.64516129032258,4.0,15.774193548387096,59.903225806451616
98,13.4,0,85.5,60,201703,37,113,957,91,620,111,121,719,561,403,394,200,613,140,472,1981,2017,3,31,1.1935483870967742,3.6451612903225805,30.870967741935484,2.935483870967742,20.0,3.5806451612903225,3.903225806451613,23.193548387096776,18.096774193548388,13.0,12.709677419354838,6.451612903225806,19.774193548387096,4.516129032258065,15.225806451612904,63.903225806451616
99,19.9,0,122.0,66,201704,43,110,789,71,495,150,115,590,500,305,406,159,419,111,624,1656,2017,4,30,1.4333333333333333,3.6666666666666665,26.3,2.3666666666666667,16.5,5.0,3.8333333333333335,19.666666666666668,16.666666666666668,10.166666666666666,13.533333333333333,5.3,13.966666666666667,3.7,20.8,55.2
100,25.1,0,49.0,72,201705,63,116,891,76,534,200,121,613,473,334,363,161,362,106,915,1631,2017,5,31,2.032258064516129,3.7419354838709675,28.741935483870968,2.4516129032258065,17.225806451612904,6.451612903225806,3.903225806451613,19.774193548387096,15.258064516129032,10.774193548387096,11.709677419354838,5.193548387096774,11.67741935483871,3.4193548387096775,29.516129032258064,52.61290322580645
101,26.4,0,106.5,73,201706,64,84,638,50,428,254,124,530,449,282,334,158,336,92,914,1468,2017,6,30,2.1333333333333333,2.8,21.266666666666666,1.6666666666666667,14.266666666666667,8.466666666666667,4.133333333333334,17.666666666666668,14.966666666666667,9.4,11.133333333333333,5.266666666666667,11.2,3.066666666666667,30.466666666666665,48.93333333333333
102,31.8,28,81.0,78,201707,101,76,632,51,395,375,124,498,410,271,344,142,244,81,1394,1541,2017,7,31,3.2580645161290325,2.4516129032258065,20.387096774193548,1.6451612903225807,12.741935483870968,12.096774193548388,4.0,16.06451612903226,13.225806451612904,8.741935483870968,11.096774193548388,4.580645161290323,7.870967741935484,2.6129032258064515,44.96774193548387,49.70967741935484
103,30.4,22,141.5,83,201708,101,107,852,68,461,353,127,625,543,371,378,145,272,93,1370,1987,2017,8,31,3.2580645161290325,3.4516129032258065,27.483870967741936,2.193548387096774,14.870967741935484,11.387096774193548,4.096774193548387,20.161290322580644,17.516129032258064,11.96774193548387,12.193548387096774,4.67741935483871,8.774193548387096,3.0,44.193548387096776,64.09677419354838
104,26.8,5,209.5,79,201709,48,98,740,69,456,140,116,560,432,276,351,148,361,103,826,1506,2017,9,30,1.6,3.2666666666666666,24.666666666666668,2.3,15.2,4.666666666666667,3.8666666666666667,18.666666666666668,14.4,9.2,11.7,4.933333333333334,12.033333333333333,3.433333333333333,27.533333333333335,50.2
105,20.1,0,531.5,82,201710,44,90,697,67,513,95,124,556,442,292,357,180,515,140,599,1538,2017,10,31,1.4193548387096775,2.903225806451613,22.483870967741936,2.161290322580645,16.548387096774192,3.064516129032258,4.0,17.93548387096774,14.258064516129032,9.419354838709678,11.516129032258064,5.806451612903226,16.612903225806452,4.516129032258065,19.322580645161292,49.61290322580645
106,16.6,0,47.0,67,201711,50,101,680,62,536,82,120,598,481,303,369,180,514,144,489,1622,2017,11,30,1.6666666666666667,3.3666666666666667,22.666666666666668,2.066666666666667,17.866666666666667,2.7333333333333334,4.0,19.933333333333334,16.033333333333335,10.1,12.3,6.0,17.133333333333333,4.8,16.3,54.06666666666667
107,11.1,0,15.0,56,201712,71,102,957,106,1322,90,123,864,665,386,426,202,695,157,573,2489,2017,12,31,2.2903225806451615,3.2903225806451615,30.870967741935484,3.4193548387096775,42.645161290322584,2.903225806451613,3.967741935483871,27.870967741935484,21.451612903225808,12.451612903225806,13.741935483870968,6.516129032258065,22.419354838709676,5.064516129032258,18.483870967741936,80.29032258064517
108,9.4,0,48.5,54,201801,40,93,684,66,516,94,122,639,460,293,366,191,763,144,507,1773,2018,1,31,1.2903225806451613,3.0,22.06451612903226,2.129032258064516,16.64516129032258,3.032258064516129,3.935483870967742,20.612903225806452,14.838709677419354,9.451612903225806,11.806451612903226,6.161290322580645,24.612903225806452,4.645161290322581,16.35483870967742,57.193548387096776
110,16.9,0,220.0,65,201803,35,100,933,74,607,127,124,710,528,387,412,190,631,154,607,2027,2018,3,31,1.1290322580645162,3.225806451612903,30.096774193548388,2.3870967741935485,19.580645161290324,4.096774193548387,4.0,22.903225806451612,17.032258064516128,12.483870967741936,13.290322580645162,6.129032258064516,20.35483870967742,4.967741935483871,19.580645161290324,65.38709677419355
111,22.1,0,109.0,66,201804,47,95,726,64,443,171,118,634,470,310,392,171,426,123,746,1654,2018,4,30,1.5666666666666667,3.1666666666666665,24.2,2.1333333333333333,14.766666666666667,5.7,3.933333333333333,21.133333333333333,15.666666666666666,10.333333333333334,13.066666666666666,5.7,14.2,4.1,24.866666666666667,55.13333333333333
112,24.6,0,165.5,71,201805,59,97,769,76,491,222,127,595,477,325,382,183,402,112,894,1571,2018,5,31,1.903225806451613,3.129032258064516,24.806451612903224,2.4516129032258065,15.838709677419354,7.161290322580645,4.096774193548387,19.193548387096776,15.387096774193548,10.483870967741936,12.32258064516129,5.903225806451613,12.96774193548387,3.6129032258064515,28.838709677419356,50.67741935483871
113,26.6,7,155.5,80,201806,61,87,580,60,420,250,130,565,421,286,367,163,318,100,1021,1432,2018,6,30,2.033333333333333,2.9,19.333333333333332,2.0,14.0,8.333333333333334,4.333333333333333,18.833333333333332,14.033333333333333,9.533333333333333,12.233333333333333,5.433333333333334,10.6,3.3333333333333335,34.03333333333333,47.733333333333334
114,32.7,29,107.0,77,201807,74,68,538,50,407,373,118,518,404,279,362,163,255,93,1506,1574,2018,7,31,2.3870967741935485,2.193548387096774,17.35483870967742,1.6129032258064515,13.129032258064516,12.03225806451613,3.806451612903226,16.70967741935484,13.03225806451613,9.0,11.67741935483871,5.258064516129032,8.225806451612904,3.0,48.58064516129032,50.774193548387096
115,32.5,26,86.5,77,201808,97,100,836,71,441,354,137,641,543,347,394,157,284,99,1443,1977,2018,8,31,3.129032258064516,3.225806451612903,26.967741935483872,2.2903225806451615,14.225806451612904,11.419354838709678,4.419354838709677,20.677419354838708,17.516129032258064,11.193548387096774,12.709677419354838,5.064516129032258,9.161290322580646,3.193548387096774,46.54838709677419,63.774193548387096
116,26.6,8,365.0,86,201809,40,84,705,66,464,134,121,558,436,298,373,152,383,122,861,1525,2018,9,30,1.3333333333333333,2.8,23.5,2.2,15.466666666666667,4.466666666666667,4.033333333333333,18.6,14.533333333333333,9.933333333333334,12.433333333333334,5.066666666666666,12.766666666666667,4.066666666666666,28.7,50.833333333333336
117,23.0,2,61.5,74,201810,52,96,636,67,527,104,125,598,436,310,361,195,524,147,640,1595,2018,10,31,1.6774193548387097,3.096774193548387,20.516129032258064,2.161290322580645,17.0,3.3548387096774195,4.032258064516129,19.29032258064516,14.064516129032258,10.0,11.64516129032258,6.290322580645161,16.903225806451612,4.741935483870968,20.64516129032258,51.45161290322581
118,17.7,0,63.0,72,201811,51,92,637,61,521,78,118,653,470,305,368,198,518,154,492,1647,2018,11,30,1.7,3.066666666666667,21.233333333333334,2.033333333333333,17.366666666666667,2.6,3.933333333333333,21.766666666666666,15.666666666666666,10.166666666666666,12.266666666666667,6.6,17.266666666666666,5.133333333333334,16.4,54.9
119,12.1,0,44.0,61,201812,91,92,892,103,1378,100,117,846,693,449,442,217,702,166,537,2489,2018,12,31,2.935483870967742,2.967741935483871,28.774193548387096,3.3225806451612905,44.45161290322581,3.225806451612903,3.774193548387097,27.29032258064516,22.35483870967742,14.483870967741936,14.258064516129032,7.0,22.64516129032258,5.354838709677419,17.322580645161292,80.29032258064517
120,10.3,0,16.0,51,201901,52,77,722,67,551,91,124,655,451,302,372,202,789,149,494,1775,2019,1,31,1.6774193548387097,2.4838709677419355,23.29032258064516,2.161290322580645,17.774193548387096,2.935483870967742,4.0,21.129032258064516,14.548387096774194,9.741935483870968,12.0,6.516129032258065,25.451612903225808,4.806451612903226,15.935483870967742,57.25806451612903
122,15.4,0,117.5,60,201903,46,118,967,69,647,135,134,751,558,453,440,231,711,180,542,2108,2019,3,31,1.4838709677419355,3.806451612903226,31.193548387096776,2.225806451612903,20.870967741935484,4.354838709677419,4.32258064516129,24.225806451612904,18.0,14.612903225806452,14.193548387096774,7.451612903225806,22.93548387096774,5.806451612903226,17.483870967741936,68.0
123,19.0,0,90.5,63,201904,46,106,776,73,512,185,143,669,497,364,423,208,495,140,667,1707,2019,4,30,1.5333333333333334,3.533333333333333,25.866666666666667,2.433333333333333,17.066666666666666,6.166666666666667,4.766666666666667,22.3,16.566666666666666,12.133333333333333,14.1,6.933333333333334,16.5,4.666666666666667,22.233333333333334,56.9
124,25.3,2,120.5,65,201905,61,96,818,74,519,239,138,699,474,323,389,196,419,125,1000,1700,2019,5,31,1.967741935483871,3.096774193548387,26.387096774193548,2.3870967741935485,16.741935483870968,7.709677419354839,4.451612903225806,22.548387096774192,15.290322580645162,10.419354838709678,12.548387096774194,6.32258064516129,13.516129032258064,4.032258064516129,32.25806451612903,54.83870967741935
125,25.8,3,225.0,81,201906,74,83,598,64,439,281,134,581,434,290,382,177,325,119,991,1569,2019,6,30,2.466666666666667,2.7666666666666666,19.933333333333334,2.1333333333333333,14.633333333333333,9.366666666666667,4.466666666666667,19.366666666666667,14.466666666666667,9.666666666666666,12.733333333333333,5.9,10.833333333333334,3.966666666666667,33.03333333333333,52.3
126,27.5,12,193.0,89,201907,79,68,618,51,448,359,143,594,458,305,399,176,302,112,1236,1724,2019,7,31,2.5483870967741935,2.193548387096774,19.93548387096774,1.6451612903225807,14.451612903225806,11.580645161290322,4.612903225806452,19.161290322580644,14.774193548387096,9.838709677419354,12.870967741935484,5.67741935483871,9.741935483870968,3.6129032258064515,39.87096774193548,55.61290322580645
127,32.8,31,110.0,80,201908,101,102,829,72,429,424,139,665,539,379,420,161,278,103,1513,2106,2019,8,31,3.2580645161290325,3.2903225806451615,26.741935483870968,2.3225806451612905,13.838709677419354,13.67741935483871,4.483870967741935,21.451612903225808,17.387096774193548,12.225806451612904,13.548387096774194,5.193548387096774,8.96774193548387,3.3225806451612905,48.806451612903224,67.93548387096774
128,29.4,16,197.0,79,201909,46,93,726,56,489,173,122,552,424,323,385,157,374,126,996,1589,2019,9,30,1.5333333333333334,3.1,24.2,1.8666666666666667,16.3,5.766666666666667,4.066666666666666,18.4,14.133333333333333,10.766666666666667,12.833333333333334,5.233333333333333,12.466666666666667,4.2,33.2,52.96666666666667
129,23.3,1,529.5,80,201910,34,83,588,58,508,114,130,605,434,307,397,190,478,154,724,1638,2019,10,31,1.096774193548387,2.6774193548387095,18.967741935483872,1.8709677419354838,16.387096774193548,3.6774193548387095,4.193548387096774,19.516129032258064,14.0,9.903225806451612,12.806451612903226,6.129032258064516,15.419354838709678,4.967741935483871,23.35483870967742,52.83870967741935
130,17.7,0,156.5,69,201911,40,91,715,66,588,99,125,644,470,333,407,220,551,170,531,1799,2019,11,30,1.3333333333333333,3.033333333333333,23.833333333333332,2.2,19.6,3.3,4.166666666666667,21.466666666666665,15.666666666666666,11.1,13.566666666666666,7.333333333333333,18.366666666666667,5.666666666666667,17.7,59.96666666666667
131,12.6,0,76.5,66,201912,66,104,925,99,1344,105,134,856,711,446,464,222,677,182,584,2539,2019,12,31,2.129032258064516,3.3548387096774195,29.838709677419356,3.193548387096774,43.354838709677416,3.3870967741935485,4.32258064516129,27.612903225806452,22.93548387096774,14.387096774193548,14.96774193548387,7.161290322580645,21.838709677419356,5.870967741935484,18.838709677419356,81.90322580645162
